Company Name,SCM Practices,Supplier Count,Inventory Turnover Ratio,Lead Time (days),Order Fulfillment Rate (%),Customer Satisfaction (%),Technology Utilized,Environmental Impact Score,Supply Chain Agility,Supplier Lead Time Variability (days),Inventory Accuracy (%),Transportation Cost Efficiency (%),Supply Chain Integration Level,Sustainability Practices,Supply Chain Complexity Index,Cost of Goods Sold (COGS),Operational Efficiency Score,Revenue Growth Rate out of (15),Supply Chain Risk (%),Supplier Collaboration Level,Supply Chain Resilience Score,Supplier Relationship Score,Total Implementation Cost,Carbon Emissions (kg CO2e),Recycling Rate (%),Energy Consumption (MWh),Use of Renewable Energy (%),Green Packaging Usage (%),Ticker,Market Cap,Exchange,US Exchange
Plaza Tire Service,Just-In-Time,200.0,6.0,8.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,81.0,12.0,7.0,High,90.0,85.0,99471733,634000,68,357000,52,50,,351225472.0,,False
Fleet Farm,Agile SCM,100.0,7.2,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,85.0,12.0,8.0,High,89.0,85.0,51939267,635000,69,357500,53,51,,351225472.0,,False
Costco Tire Center,Demand-Driven SCM,150.0,6.0,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,106328086,636000,70,358000,54,52,,351225472.0,,False
Sam's Club Tire & Battery Center,Vendor Managed Inventory,250.0,5.5,9.0,93.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,85.0,11.0,8.0,High,91.0,85.0,61580594,637000,60,358500,55,53,,351225472.0,,False
Sears Auto Center,Vendor Managed Inventory,400.0,7.0,7.0,98.0,90.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,85.0,12.0,3.0,High,95.0,90.0,109356967,638000,61,359000,56,54,,351225472.0,,False
Walmart Auto Care Centers,Vendor Managed Inventory,200.0,4.5,2.0,98.0,91.0,"AI, ERP, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$500B,85.0,12.0,5.0,High,90.0,85.0,90053375,639000,62,359500,57,55,,351225472.0,,False
Pep Boys,Lean Manufacturing,20000.0,10.0,10.0,92.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,80.0,10.0,8.0,High,90.0,85.0,13953368,640000,63,360000,58,56,,351225472.0,,False
O'Reilly Auto Parts,Lean Manufacturing,500.0,5.0,15.0,91.0,89.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,80.0,10.0,10.0,Medium,85.0,80.0,95282727,641000,64,360500,59,57,,351225472.0,,False
AutoZone,Lean Manufacturing,200.0,6.0,3.0,97.0,88.0,"AI, Robotics, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,"$1,200B",85.0,18.0,5.0,High,90.0,88.0,16861871,642000,65,361000,60,58,AZO,63083929600.0,NYQ,True
Advance Auto Parts,Lean Manufacturing,300.0,5.0,12.0,91.0,87.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,10.0,High,88.0,85.0,89268368,643000,66,361500,61,59,AAP,2330499328.0,NYQ,True
NAPA Auto Parts,Agile SCM,100.0,4.2,10.0,94.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,82.0,12.0,7.0,High,90.0,85.0,19164529,644000,67,362000,62,60,,351225472.0,,False
Jiffy Lube,Lean Manufacturing,250.0,6.5,11.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,81.0,11.0,10.0,High,88.0,85.0,77183766,645000,68,362500,63,40,,351225472.0,,False
Valvoline Instant Oil Change,Lean Manufacturing,20000.0,7.5,12.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,82.0,11.0,10.0,High,88.0,85.0,81052419,646000,69,363000,64,41,,351225472.0,,False
Meineke,Agile SCM,150.0,5.8,10.0,90.0,92.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,81.0,11.0,8.0,High,88.0,85.0,105258174,647000,70,363500,65,42,,351225472.0,,False
Firestone Complete Auto Care,Sustainable SCM,1300000.0,5.0,22.0,89.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,15.0,Medium,85.0,80.0,86601595,648000,60,364000,50,43,,351225472.0,,False
Goodyear Auto Service,Agile SCM,200.0,5.5,18.0,90.0,89.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,85.0,11.0,10.0,Medium,85.0,85.0,82896668,649000,61,364500,51,44,,351225472.0,,False
Midas,Lean Manufacturing,200.0,6.5,18.0,88.0,90.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,85.0,10.0,12.0,Medium,85.0,80.0,21130344,650000,62,365000,52,45,438740.KS,,KSC,False
Big O Tires,Agile SCM,500.0,6.0,18.0,87.0,90.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,79569120,651000,63,365500,53,46,,351225472.0,,False
Les Schwab Tire Centers,Demand-Driven SCM,150.0,5.0,10.0,93.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,66009352,652000,64,366000,54,47,,351225472.0,,False
Discount Tire,Agile SCM,250.0,5.8,14.0,90.0,91.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,80.0,9.0,12.0,Medium,85.0,85.0,7654910,653000,65,366500,55,48,,351225472.0,,False
Tire Kingdom,Lean Manufacturing,300.0,4.0,8.0,94.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,80.0,12.0,7.0,High,90.0,85.0,35213499,654000,66,367000,56,49,,,,False
NTB - National Tire & Battery,Agile SCM,100000.0,4.5,15.0,91.0,91.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,85.0,23637223,655000,67,367500,57,50,,,,False
America's Tire,Lean Manufacturing,200.0,5.5,4.0,95.0,89.0,"AI, ERP, Blockchain",,High,1.0,98.0,88.0,High,Advanced,High,$300B,85.0,12.0,5.0,High,90.0,85.0,55403797,656000,68,368000,58,51,,,,False
Mavis Discount Tire,Agile SCM,10000.0,5.8,15.0,95.0,90.0,"ERP, AI, Blockchain",,High,10.0,95.0,80.0,High,Advanced,Medium,$1000B,82.0,8.0,12.0,Medium,88.0,85.0,62744323,657000,69,368500,59,52,,,,False
Tuffy Tire & Auto Service,Lean Manufacturing,1000000.0,5.2,12.0,89.0,90.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,81.0,10.0,10.0,Medium,85.0,80.0,106388867,658000,70,369000,60,53,,,,False
Precision Tune Auto Care,Vendor Managed Inventory,200.0,4.2,8.0,94.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,108880613,659000,60,369500,61,54,,,,False
Mr. Tire Auto Service Centers,Efficient Consumer Response,300.0,8.2,11.0,90.0,87.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,106469763,660000,61,370000,62,55,,,,False
Hibdon Tires Plus,Sustainable SCM,150.0,4.2,9.0,93.0,93.0,"ERP, AI, Blockchain",,High,2.0,97.0,88.0,High,Advanced,Medium,$700B,85.0,10.0,7.0,High,90.0,85.0,23685748,661000,62,370500,63,56,,,,False
Tire Warehouse,Lean Manufacturing,100.0,5.0,5.0,93.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$500B,85.0,11.0,5.0,High,90.0,85.0,85390465,662000,63,371000,64,57,,,,False
Town Fair Tire,Agile SCM,100.0,5.8,10.0,92.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,49583877,663000,64,371500,65,58,,,,False
Tire Barn Warehouse,Lean Manufacturing,300.0,4.0,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,80.0,12.0,8.0,High,89.0,85.0,100346633,664000,65,372000,50,59,,,,False
Tires Plus,Agile SCM,400.0,4.0,8.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$700B,80.0,12.0,7.0,High,90.0,85.0,99483855,665000,66,372500,51,60,,,,False
Tire Discounters,Demand-Driven SCM,400.0,6.0,20.0,89.0,85.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,12.0,Medium,85.0,80.0,40910173,666000,67,373000,52,40,,,,False
AAA Car Care,Lean Manufacturing,300.0,4.5,7.0,98.0,85.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,23508103,667000,68,373500,53,41,,,,False
Big Brand Tire & Service,Agile SCM,150.0,6.5,18.0,87.0,88.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,82.0,9.0,15.0,Medium,85.0,80.0,69562617,668000,69,374000,54,42,,,,False
Dunn Tire,Vendor Managed Inventory,500.0,6.0,9.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,81.0,11.0,8.0,High,91.0,85.0,89589818,669000,70,374500,55,43,,,,False
Belle Tire,Vendor Managed Inventory,1200.0,4.2,15.0,91.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,10959015,670000,60,375000,56,44,,,,False
Sullivan Tire and Auto Service,Agile SCM,359.0,4.5,12.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,45968758,671000,61,375500,57,45,,,,False
Bruce's Tire,Agile SCM,459.0,10.0,10.0,90.0,91.0,"ERP, AI, Blockchain",,High,5.0,96.0,85.0,High,Advanced,Medium,$350B,85.0,11.0,8.0,High,87.0,85.0,44165850,672000,62,376000,58,46,,,,False
Plaza Tire Service,Sustainable SCM,876.0,6.2,12.0,88.0,87.0,"AI, ERP, Blockchain",,Medium,4.0,97.0,80.0,Medium,Advanced,Medium,$400B,85.0,8.0,15.0,Medium,80.0,78.0,36081387,673000,63,376500,59,47,,,,False
Fleet Farm,Vendor Managed Inventory,655.0,4.2,12.0,89.0,89.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,38791629,674000,64,377000,60,48,,,,False
Costco Tire Center,Just-In-Time,4444.0,5.0,12.0,90.0,90.0,"ERP, AI, Blockchain",,High,4.0,97.0,85.0,High,Advanced,Medium,$700B,80.0,9.0,8.0,High,88.0,85.0,37342773,675000,65,377500,61,49,,,,False
Sam's Club Tire & Battery Center,Vendor Managed Inventory,433.0,6.0,14.0,90.0,88.0,"ERP, AI, Blockchain",,Medium,4.0,97.0,85.0,Medium,Advanced,Medium,$800B,80.0,9.0,12.0,Medium,85.0,85.0,60472383,676000,66,378000,62,50,,,,False
Sears Auto Center,Lean Manufacturing,12000.0,5.0,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,8.0,High,88.0,85.0,109500887,677000,67,378500,63,51,,,,False
Walmart Auto Care Centers,Lean Manufacturing,300.0,5.2,10.0,94.0,92.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,85.0,12.0,7.0,High,90.0,85.0,67606427,678000,68,379000,64,52,,,,False
Pep Boys,Lean Manufacturing,200.0,4.2,14.0,88.0,88.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$500B,82.0,10.0,10.0,Medium,85.0,80.0,78911294,679000,69,379500,65,53,,,,False
O'Reilly Auto Parts,Vendor Managed Inventory,20000.0,4.2,8.0,94.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,85.0,High,Advanced,Medium,$800B,81.0,10.0,5.0,High,90.0,85.0,59855505,680000,70,380000,50,54,,,,False
AutoZone,Agile SCM,500.0,5.8,11.0,91.0,92.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,52631084,681000,60,380500,51,55,AZO,,NYQ,True
Advance Auto Parts,Vendor Managed Inventory,100.0,4.0,10.0,90.0,89.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,103312087,682000,61,381000,52,56,AAP,,NYQ,True
NAPA Auto Parts,Agile SCM,200.0,10.0,11.0,90.0,85.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$600B,85.0,10.0,8.0,High,88.0,85.0,5001046,683000,62,381500,53,57,,,,False
Jiffy Lube,Agile SCM,20000.0,4.0,10.0,93.0,88.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,58245346,684000,63,382000,54,58,,,,False
Valvoline Instant Oil Change,Lean Manufacturing,400.0,6.0,11.0,90.0,85.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,34045667,685000,64,382500,55,59,,,,False
Meineke,Lean Manufacturing,1500.0,5.2,12.0,91.0,90.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,80.0,11.0,10.0,High,88.0,85.0,85157822,686000,65,383000,56,60,,,,False
Firestone Complete Auto Care,Agile SCM,200.0,6.0,2.0,98.0,90.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",80.0,20.0,5.0,High,90.0,85.0,12796933,687000,66,383500,57,40,,,,False
Goodyear Auto Service,Lean Manufacturing,500.0,50.0,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,54847137,688000,67,384000,58,41,,,,False
Midas,Vendor Managed Inventory,300.0,6.2,18.0,87.0,90.0,"ERP, AI, Robotics",,Medium,6.0,95.0,85.0,Medium,Advanced,Medium,$500B,85.0,9.0,15.0,Medium,85.0,80.0,43558993,689000,68,384500,59,42,438740.KS,,KSC,False
Big O Tires,Lean Manufacturing,500.0,4.2,12.0,89.0,90.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,82.0,10.0,10.0,Medium,85.0,80.0,103982441,690000,69,385000,60,43,,,,False
Les Schwab Tire Centers,Demand-Driven SCM,250.0,10.0,18.0,88.0,85.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,81.0,10.0,12.0,Medium,85.0,80.0,448346,691000,70,385500,61,44,,,,False
Discount Tire,Lean Manufacturing,300.0,5.2,11.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,82.0,11.0,10.0,High,88.0,85.0,51152701,692000,60,386000,62,45,,,,False
Tire Kingdom,Sustainable SCM,250.0,3.5,10.0,92.0,94.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,81.0,11.0,8.0,High,91.0,85.0,88825084,693000,61,386500,63,46,,,,False
NTB - National Tire & Battery,Lean Manufacturing,10000.0,8.2,10.0,90.0,91.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,85.0,11.0,8.0,High,88.0,85.0,26658610,694000,62,387000,64,47,,,,False
America's Tire,Vendor Managed Inventory,100.0,5.2,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,2.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,8.0,High,88.0,85.0,8849852,695000,63,387500,65,48,,,,False
Mavis Discount Tire,Lean Manufacturing,75000.0,7.0,10.0,92.0,87.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,12719243,696000,64,388000,50,49,,,,False
Tuffy Tire & Auto Service,Vendor Managed Inventory,70000.0,5.5,20.0,88.0,91.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,80.0,33267859,697000,65,388500,51,50,,,,False
Precision Tune Auto Care,Agile SCM,100.0,6.0,18.0,90.0,89.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,85.0,11.0,10.0,Medium,85.0,85.0,39301805,698000,66,389000,52,51,,,,False
Mr. Tire Auto Service Centers,Lean Manufacturing,200.0,6.0,7.0,98.0,88.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,80.0,12.0,3.0,High,95.0,90.0,36601695,699000,67,389500,53,52,,,,False
Hibdon Tires Plus,Agile SCM,500.0,10.0,10.0,93.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,80.0,10.0,8.0,High,90.0,85.0,55105832,700000,68,390000,54,53,,,,False
Tire Warehouse,Sustainable SCM,300.0,8.3,12.0,91.0,89.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,11552292,701000,69,390500,55,54,,,,False
Town Fair Tire,Lean Manufacturing,300.0,6.0,22.0,89.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,85.0,9.0,15.0,Medium,85.0,80.0,61704883,702000,70,391000,56,55,,,,False
Tire Barn Warehouse,Agile SCM,500.0,5.0,10.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,82.0,12.0,7.0,High,90.0,85.0,53953230,703000,60,391500,57,56,,,,False
Tires Plus,Lean Manufacturing,400.0,7.5,15.0,91.0,93.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,81.0,10.0,10.0,Medium,85.0,80.0,77189211,704000,61,392000,58,57,,,,False
Tire Discounters,Vendor Managed Inventory,150.0,6.0,11.0,90.0,85.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,35154829,705000,62,392500,59,58,,,,False
AAA Car Care,Agile SCM,100.0,6.0,20.0,88.0,90.0,"ERP, AI, Robotics",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$800B,85.0,10.0,12.0,Medium,85.0,80.0,23240985,706000,63,393000,60,59,,,,False
Big Brand Tire & Service,Sustainable SCM,200.0,4.0,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,56972562,707000,64,393500,61,60,,,,False
Dunn Tire,Vendor Managed Inventory,150.0,4.2,12.0,89.0,85.0,"ERP, AI, Robotics",,High,4.0,97.0,85.0,High,Advanced,Medium,$400B,85.0,10.0,10.0,Medium,85.0,80.0,54006164,708000,65,394000,62,40,,,,False
Belle Tire,Just-In-Time,20000.0,4.5,11.0,91.0,94.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,6195201,709000,66,394500,63,41,,,,False
Sullivan Tire and Auto Service,Lean Manufacturing,100.0,5.0,7.0,98.0,91.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,80.0,12.0,3.0,High,95.0,90.0,22558782,710000,67,395000,64,42,,,,False
Bruce's Tire,Agile SCM,1300000.0,4.5,18.0,88.0,89.0,"ERP, JIT, Robotics",,High,5.0,95.0,85.0,High,Advanced,Medium,$700B,80.0,10.0,12.0,Medium,85.0,80.0,16663289,711000,68,395500,65,43,,,,False
Plaza Tire Service,Demand-Driven SCM,200.0,4.0,12.0,91.0,93.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,85.0,11.0,10.0,High,88.0,85.0,55257852,712000,69,396000,50,44,,,,False
Fleet Farm,Agile SCM,300.0,5.0,11.0,90.0,88.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,10320856,713000,70,396500,51,45,,,,False
Costco Tire Center,Agile SCM,100.0,5.8,14.0,90.0,93.0,"ERP, JIT, Robotics",,High,5.0,98.0,85.0,High,Advanced,Medium,$700B,82.0,10.0,10.0,Medium,85.0,80.0,23841963,714000,60,397000,52,46,,,,False
Sam's Club Tire & Battery Center,Agile SCM,400.0,5.5,7.0,99.0,92.0,"AI, ERP, Blockchain",,High,2.0,98.0,92.0,High,Advanced,Low,$1200B,81.0,15.0,3.0,High,95.0,90.0,39673333,715000,61,397500,53,47,,,,False
Sears Auto Center,Cross-Docking,150.0,4.0,10.0,93.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,Medium,$800B,85.0,10.0,8.0,High,90.0,85.0,62976037,716000,62,398000,54,48,,,,False
Walmart Auto Care Centers,Agile SCM,150.0,7.7,12.0,91.0,91.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,17824014,717000,63,398500,55,49,,,,False
Pep Boys,Lean Manufacturing,100.0,9.0,7.0,98.0,90.0,"ERP, AI, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$1200B,85.0,12.0,3.0,High,95.0,90.0,26365211,718000,64,399000,56,50,,,,False
Yara International,Just-In-Time,300.0,2.0,11.0,90.0,90.0,"ERP, AI, Blockchain",,High,4.0,97.0,88.0,High,Advanced,Medium,$400B,85.0,9.0,10.0,High,87.0,80.0,7887740,719000,65,399500,57,51,YAR.OL,,OSL,False
Nutrien,Agile SCM,150.0,1.0,9.0,92.0,92.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$800B,85.0,12.0,8.0,High,88.0,85.0,22268807,720000,66,400000,58,52,NTR,,NYQ,True
The Mosaic Company,Demand-Driven SCM,500.0,7.0,2.0,98.0,94.0,"AI, Robotics, Blockchain",,High,1.0,99.0,88.0,High,Advanced,High,"$1,500B",80.0,20.0,5.0,High,90.0,85.0,48900484,721000,67,400500,59,53,MOS,,NYQ,True
"CF Industries Holdings, Inc.",Vendor Managed Inventory,400.0,8.0,15.0,91.0,90.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,Medium,Advanced,Medium,$800B,80.0,10.0,12.0,Medium,85.0,85.0,100544913,722000,68,401000,60,54,CF,,NYQ,True
EuroChem Group,Vendor Managed Inventory,300.0,5.0,8.0,94.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,Medium,$600B,85.0,12.0,7.0,High,90.0,85.0,107868844,723000,69,401500,61,55,,,,False
K+S AG,Vendor Managed Inventory,300.0,5.8,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,4.0,98.0,85.0,High,Advanced,Medium,$500B,85.0,12.0,8.0,High,89.0,85.0,95540568,724000,70,402000,62,56,SDF.BE,,BER,False
ICL Group Ltd.,Lean Manufacturing,100.0,4.0,10.0,92.0,91.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,82.0,11.0,8.0,High,91.0,85.0,5562068,725000,60,402500,63,57,ICL,,NYQ,True
OCI N.V.,Lean Manufacturing,300.0,4.0,9.0,93.0,90.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$900B,81.0,11.0,8.0,High,91.0,85.0,21921118,726000,61,403000,64,58,OCI.AS,,AMS,False
Uralkali,Lean Manufacturing,300.0,6.0,7.0,98.0,91.0,"AI, ERP, Blockchain",,High,1.0,98.0,92.0,High,Advanced,High,$1500B,85.0,12.0,3.0,High,95.0,90.0,7136030,727000,62,403500,65,59,,,,False
Sinofert Holdings Limited,Lean Manufacturing,10000.0,4.5,2.0,98.0,90.0,"AI, ERP, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,$500B,85.0,12.0,5.0,High,90.0,85.0,45816039,728000,63,404000,50,60,SNFRF,,PNK,False
Haifa Group,Agile SCM,20000.0,6.5,10.0,92.0,89.0,"ERP, AI, Blockchain",,High,2.0,98.0,90.0,High,Advanced,High,$800B,85.0,10.0,8.0,High,90.0,85.0,59946864,729000,64,404500,51,40,,,,False
SQM (Sociedad Química y Minera),Lean Manufacturing,500.0,6.0,15.0,91.0,88.0,"ERP, AI, Blockchain",,Medium,5.0,95.0,85.0,Medium,Advanced,Medium,$300B,85.0,10.0,10.0,Medium,85.0,80.0,28997890,730000,65,405000,52,41,,,,False
OCP Group,Agile SCM,200.0,4.2,3.0,97.0,87.0,"AI, Robotics, Blockchain",,High,1.0,98.0,90.0,High,Advanced,High,"$1,200B",85.0,18.0,5.0,High,90.0,88.0,85652972,731000,66,405500,53,42,,,,False
Agrium Inc.,Lean Manufacturing,100.0,4.5,12.0,91.0,88.0,"ERP, AI, Blockchain",,High,3.0,97.0,85.0,High,Advanced,Medium,$800B,80.0,11.0,10.0,High,88.0,85.0,4521374,732000,67,406000,54,43,,,,False
PotashCorp,Cross-Docking,150.0,10.0,10.0,94.0,85.0,"ERP, AI, Blockchain",,High,2.0,98.0,88.0,High,Advanced,High,$500B,80.0,12.0,7.0,High,90.0,85.0,1989174,733000,68,406500,55,44,,,,False
Terra Nitrogen Company,Agile SCM,250.0,6.2,11.0,91.0,85.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$600B,85.0,11.0,10.0,High,88.0,85.0,106179286,734000,69,407000,56,45,,,,False
"Koch Fertilizer, LLC",Lean Manufacturing,400.0,4.2,12.0,91.0,92.0,"ERP, AI, Blockchain",,High,3.0,99.0,88.0,High,Advanced,Low,$700B,85.0,11.0,10.0,High,88.0,85.0,101573978,735000,70,407500,57,46,VRT,,NYQ,True
SABIC (Saudi Basic Industries Corporation),Agile SCM,200.0,5.0,10.0,90.0,88.0,"ERP, AI, Blockchain",,High,3.0,98.0,88.0,High,Advanced,Low,$700B,82.0,11.0,8.0,High,88.0,85.0,67758015,736000,60,408000,58,47,,,,False
Indian Farmers Fertilizer Cooperative Limited (IFFCO),Sustainable SCM,20000.0,6.0,22.0,89.0,89.0,"ERP, AI, Blockchain",,Medium,5.0,96.0,85.0,Medium,Advanced,Medium,$900B,81.0,9.0,15.0,Medium,85.0,80.0,14716696,737000,61,408500,59,48,,,,False
Coromandel International,Agile SCM,500.0,5.0,18.0,90.0,90.0,"ERP, AI, Robotics",,High,5.0,97.0,85.0,High,Advanced,Medium,$900B,82.0,11.0,10.0,Medium,85.0,85.0,43799967,738000,62,409000,60,49,COROMANDEL.NS,,NSI,False
